MCS,class,num,smarts
C1C2CCCC(CC3CCCC4CCCC(CC5CCC(CC6CCCC7CCC1CC67)CC5)C34)C2,305,2,[#6]-1-[#6]-2-[#6]-[#6]-[#6]-[#6](-[#6]-2)-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6](-[#6]-2-3)-[#6]-[#6]-2-[#6]-[#6]-[#6](-[#6]-[#6]-2)-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-1-[#6]-[#6]-2-3
C1C2CCC3CCC4C5CCCC5CCC4C3C12,242,2,[#6]-1-[#6]-2-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-4-[#6]-5-[#6]-[#6]-[#6]-[#6]-5-[#6]-[#6]-[#6]-4-[#6]-3-[#6]-1-2
C1CC2CC34C5CCC36CCCC6CC4(CC5)C2C1,76,2,[#6]-1-[#6]-[#6]-2-[#6]-[#6]-3-4-[#6]-5-[#6]-[#6]-[#6]-3-3-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-4(-[#6]-2-[#6]-1)-[#6]-[#6]-5
C(CC1CCC2CCCCC2C1)C1CCC(CC(CC)CC)CC1,601,2,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1
C(C1CCCCC1)C1CCC(CC2CCCCC2)CC1,502,2,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCCC1)CC1CCC(C2CCCC3CCCC23)CC1,337,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCCC1)C1CCCC1CCC1CCCCC1,567,2,[#6](-[#6](-[#6](-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6])-[#6]-[#6])-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C1CCC(C2CCC(C3CCC(C4CCCC4)CC3)CC2)C1,99,2,[#6]-[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6]
C1CCCCCCCCC2CCCC(CCCCCCC1)C2,298,2,[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6](-[#6]-2)-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCCC1)C(CCC1CCCCC1)CCC1CCC2CCCCC2C1,616,2,[#6](-[#6](-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C1CCCC1)C1CCC(C2CCC3CCCCC3C2)CC1,266,2,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-1
C1CC2CCCC(C3CCCCC3)C2C1,228,2,[#6]-1-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6](-[#6]-2-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C1CCCCC2CCCCCCCC(CCC1)CCCCCC2,300,2,[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-2)-[#6]-[#6]-[#6]-1
C1CCC2CCC3CCCC(CCC4CC(CCCC(CC5CCC(CC6CCCCC6)CC5)C1)CC1(CCCCC1)C4)C23,501,2,[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6](-[#6]-2-3)-[#6]-[#6]-[#6]-2-[#6]-[#6](-[#6]-[#6]-3(-[#6]-2)-[#6]-[#6]-[#6]-[#6]-[#6]-3)-[#6]-[#6]-[#6]-[#6](-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCCC1)C1CCC2CCCCC12,560,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CCCCCCC)CCCC1CCC(CCCC(CC)CC)CC1,606,2,[#6](-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6]-[#6]-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]
C1CCC2C(C1)CCCC1CCCCC21,224,2,[#6]-1-[#6]-[#6]-[#6]-2-[#6](-[#6]-[#6]-[#6]-[#6](-[#6]-2-[#6]-[#6])-[#6]-[#6])-[#6]-1
C1CCC(C2(CC)C(C)CCCC3CCCCC23)CC1,81,2,[#6]-[#6]-[#6]-1(-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2)-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-1-[#6]
C(CC1CCC(C2CCCCC2)CC1)C1CCC(CC2CCCC2)(C2CCCCC2)C1,327,2,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-1)(-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C1CCCC1CC1CCCCC1)C1CCCCC1,507,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-1-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C1CCCCC1)C1CCC2C(CCC3C4CCC(C(CC)CC)C4CCC23)C1,325,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6](-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-3-[#6]-[#6]-[#6](-[#6]-3-[#6]-[#6]-[#6]-2-1)-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C1CCC(CC2CCCCC2CC2CCCCC2)C1)C1CCCCC1,509,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6](-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C1CCC(C2CCCCCC2)CC1,206,2,[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCC2CC3CCC4CCCC(C34)C2C1)C1CC2CCC3CCCC3C2C1,323,2,[#6](-[#6]-1-[#6]-[#6]-2-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6]-3-[#6]-2-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-3-[#6]-[#6]-[#6]-4-[#6]-[#6]-[#6]-[#6](-[#6]-2-[#6]-1)-[#6]-3-4
C1CC2C(C1)C1C3CCCCC3C3C1C1C2C2CCCCC2C1C(C)CC3C,86,2,[#6]-1-[#6]-[#6]-2-[#6](-[#6]-3-[#6]-4-[#6]-[#6]-[#6]-[#6]-[#6]-4-[#6]-4-[#6](-[#6]-[#6](-[#6]-5-[#6]-6-[#6]-[#6]-[#6]-[#6]-[#6]-6-[#6]-2-[#6]-5-[#6]-3-4)-[#6])-[#6])-[#6]-1
C1CC2C(C1)C1C3CCCCC3C(C3CCCCC3)C1C1CC3CCCCC3C21,85,2,[#6]-1-[#6]-[#6]-2-[#6](-[#6]-3-[#6]-4-[#6]-[#6]-[#6]-[#6]-[#6]-4-[#6](-[#6]-3-[#6]-3-[#6]-[#6]-4-[#6]-[#6]-[#6]-[#6]-[#6]-4-[#6]-3-2)-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2)-[#6]-1
C1CC2CC3CCCC4C5CCCC6CC7CCCC8C(C1)C2C(C34)C(C78)C56,84,2,[#6]-1-[#6]-[#6]-2-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6]-4-[#6]-5-[#6]-[#6]-[#6]-[#6]-6-[#6]-[#6]-7-[#6]-[#6]-[#6]-[#6]-8-[#6](-[#6]-2-[#6](-[#6](-[#6]-5-6)-[#6]-7-8)-[#6]-3-4)-[#6]-1
C(CCCCCCC)CCC1CCC2CCCC(CC3CCCCC3)C2C1,517,2,[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6](-[#6]-2-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C1CC2CCCCC2C1)C1CCCCC1,582,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1
C1CC2CCC3CCCCC3C2C1,232,1,C1CC2CCC3CCCCC3C2C1
C(C1CCCCC1)C1CCC2CCC3CCCCC3C2C1,196,1,C(C1CCCCC1)C1CCC2CCC3CCCCC3C2C1
C(C1CCCC1)C1CCC(C2CCCC3CCCC32)C1,234,1,C(C1CCCC1)C1CCC(C2CCCC3CCCC32)C1
C1CC(C2CCC(C3CCCC4CCCC43)C2)C1,235,1,C1CC(C2CCC(C3CCCC4CCCC43)C2)C1
C1CC1C1CCCC2CCC(C3CC4CCCCC4C3)CC21,238,1,C1CC1C1CCCC2CCC(C3CC4CCCCC4C3)CC21
C1C2CC(C3CCC4CCCC(C5CCCCC5)C4C3)CC12,239,1,C1C2CC(C3CCC4CCCC(C5CCCCC5)C4C3)CC12
C1CC1C1CCCC2CCC(C3CCC4(CC4)C3)CC21,240,1,C1CC1C1CCCC2CCC(C3CCC4(CC4)C3)CC21
C1CC1C1CCCC2CCC(C3CCC4CCCC4C3)CC21,241,1,C1CC1C1CCCC2CCC(C3CCC4CCCC4C3)CC21
C1CC2CC3CCCC(C4CCC5CCCCC54)C3CC2C1,244,1,C1CC2CC3CCCC(C4CCC5CCCCC54)C3CC2C1
C(CC1CCCC2CCCCC12)C1CC2CCCCC2C1,166,1,C(CC1CCCC2CCCCC12)C1CC2CCCCC2C1
C1C2CCCC3C4CCC5CCCC5C4CCC123,245,1,C1C2CCCC3C4CCC5CCCC5C4CCC123
C1C2CC34CC3CC3C5CCCC5CCC3C43CC3C12,246,1,C1C2CC34CC3CC3C5CCCC5CCC3C43CC3C12
C1C2CCCCC2CC1C1CCCCCC1,252,1,C1C2CCCCC2CC1C1CCCCCC1
C1CC2CC(C3CCCCC3)CC2C1,253,1,C1CC2CC(C3CCCCC3)CC2C1
C(CCC1CCCC2CCCCC12)CCC1CCCC2CCCCC12,167,1,C(CCC1CCCC2CCCCC12)CCC1CCCC2CCCCC12
C(C1CCC(C2CCCCC2)C1)C1CCCCC1C1CCCCC1,175,1,C(C1CCC(C2CCCCC2)C1)C1CCCCC1C1CCCCC1
C(CC1CCC2CCCCC12)CC1CCCC2CCCC21,168,1,C(CC1CCC2CCCCC12)CC1CCCC2CCCC21
C(C1CCCC1)C1CCCC1,182,1,C(C1CCCC1)C1CCCC1
C(C1CCCC1)C1CCC2C3CCCC4CCCC(C2C1)C34,198,1,C(C1CCCC1)C1CCC2C3CCCC4CCCC(C2C1)C34
C(C1CCCC1)C1CCC(C2CC3CCCCC3C2)C1,201,1,C(C1CCCC1)C1CCC(C2CC3CCCCC3C2)C1
C(C1CC2CCCC(CC3CCCCC3)C2C1)C1CCC2CCCCC12,194,1,C(C1CC2CCCC(CC3CCCCC3)C2C1)C1CCC2CCCCC12
C(C1CCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)CC1,203,1,C(C1CCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)CC1
C(C1CCCCC1)C1CCCC(CC2CCC3CCCC3C2)C1,205,1,C(C1CCCCC1)C1CCCC(CC2CCC3CCCC3C2)C1
C(C1CCCCC1)C1CCCC2CC(C3CC3)CCC12,193,1,C(C1CCCCC1)C1CCCC2CC(C3CC3)CCC12
C(C1CCC2CC3CCCCC3CC12)C1CCCCC1,192,1,C(C1CCC2CC3CCCCC3CC12)C1CCCCC1
C(C1CCC2CCC(C3CCCCC3)CC12)C1CCCCC1,191,1,C(C1CCC2CCC(C3CCCCC3)CC12)C1CCCCC1
C(C1CCCC1C1CCCCC1)C1CCCCC1,190,1,C(C1CCCC1C1CCCCC1)C1CCCCC1
C1CCC2CCCCCC2C1,208,1,C1CCC2CCCCCC2C1
C(C1CCC2CCCC12)C1CCCCC1,186,1,C(C1CCC2CCCC12)C1CCCCC1
C(C1CCCCC1)C1CCCC(C23CCC(C2)CCC3)C1,184,1,C(C1CCCCC1)C1CCCC(C23CCC(C2)CCC3)C1
C(C1CC1)C1CCCCC1,183,1,C(C1CC1)C1CCCCC1
C1CCC2C(C1)CC1CC2CCCCC1,213,1,C1CCC2C(C1)CC1CC2CCCCC1
C1CC2CCCC3CCCCC3C2C1,225,1,C1CC2CCCC3CCCCC3C2C1
C(C1CC2CCC2C1)C1CC2CCCC2C1,180,1,C(C1CC2CCC2C1)C1CC2CCCC2C1
C(C1CCCC1)C1CCC(CC2CC3CCC3C2)C1,179,1,C(C1CCCC1)C1CCC(CC2CC3CCC3C2)C1
C1CC2CC1CC2C1CCCCC1,215,1,C1CC2CC1CC2C1CCCCC1
C(CC1CC2CC(C1)C1CC12)C(C1CCCC1)C1CCCC1,177,1,C(CC1CC2CC(C1)C1CC12)C(C1CCCC1)C1CCCC1
C1CC2CC3CCCCC3C2C1,217,1,C1CC2CC3CCCCC3C2C1
C1C2CC3C(CC4CCCCC43)C12,218,1,C1C2CC3C(CC4CCCCC43)C12
C(C1CCCC1)C1CCC2CCC(C3CCC3)C2C1,197,1,C(C1CCCC1)C1CCC2CCC(C3CCC3)C2C1
C(CC1CCCCC1C1CCCCC1)C1CCC2CCCC2C1,174,1,C(CC1CCCCC1C1CCCCC1)C1CCC2CCCC2C1
C(C1CCC2CCCCC12)C1CCC2CCCC2C1,173,1,C(C1CCC2CCCCC12)C1CCC2CCCC2C1
C(C1CCC2CCCC2C1)C1CCCC2CCCC21,172,1,C(C1CCC2CCCC2C1)C1CCCC2CCCC21
C(C1CCCC1C1CCCCC1)C1CCC2CCCC2C1,171,1,C(C1CCCC1C1CCCCC1)C1CCC2CCCC2C1
C1CCC2C(C1)CC1CCCC3CCCC2C31,222,1,C1CCC2C(C1)CC1CCCC3CCCC2C31
C1CCC2C(C1)C1CCC3CCCC4CCC2C1C34,223,1,C1CCC2C(C1)C1CCC3CCCC4CCC2C1C34
C(CC1CC2CCCCC2C1)CC1CCCC2CCCCC12,165,1,C(CC1CC2CCCCC2C1)CC1CCCC2CCCCC12
C(CC1C2C3CCC3CCC2CCC2CCC3CCCC31C2)C1CCCCC1,625,1,C(CC1C2C3CCC3CCC2CCC2CCC3CCCC31C2)C1CCCCC1
C(CC1CC2CCCCC2CC1C1CCCCC1)C1CCCC2CCCC21,164,1,C(CC1CC2CCCCC2CC1C1CCCCC1)C1CCCC2CCCC21
CC(C)(C)CCCCCCC(C)(C)C,52,1,CC(C)(C)CCCCCCC(C)(C)C
CC(C)CC(C)(CC(C)C)C(C)C,36,1,CC(C)CC(C)(CC(C)C)C(C)C
CCCCC(C)(C(C)C)C(C)C,37,1,CCCCC(C)(C(C)C)C(C)C
CCCCC(C)C,39,1,CCCCC(C)C
CCCC(C)C,40,1,CCCC(C)C
CCC(C)CCC(C)CC,42,1,CCC(C)CCC(C)CC
CCCC(CCC)C(C)C,43,1,CCCC(CCC)C(C)C
CCCC(C)CCC,44,1,CCCC(C)CCC
CCC,45,1,CCC
CCCC(C(C)(C)C)C(C)(C)C,46,1,CCCC(C(C)(C)C)C(C)(C)C
CCCC(C(C(C)CC)C(C)(C)C)C(C)(C)C,47,1,CCCC(C(C(C)CC)C(C)(C)C)C(C)(C)C
CCCC(C)(C(C)(C)C)C(C)(C)C,49,1,CCCC(C)(C(C)(C)C)C(C)(C)C
CCCCC(C)(C(C)(C)C)C(C)(C)C,50,1,CCCCC(C)(C(C)(C)C)C(C)(C)C
CCCCCC(C)CCC(C)(C(C)(C)C)C(C)(C)C,51,1,CCCCCC(C)CCC(C)(C(C)(C)C)C(C)(C)C
CCCCCCCCC(C)(C)C,53,1,CCCCCCCCC(C)(C)C
CC(C)CC(C)(C)C,34,1,CC(C)CC(C)(C)C
CCCC(C)(C)C,54,1,CCCC(C)(C)C
CCCC(C)(CC)CC,55,1,CCCC(C)(CC)CC
CCCCC(C)(C)CCCC,56,1,CCCCC(C)(C)CCCC
C1CCC1,59,1,C1CCC1
C1CC2CCCCC12,62,1,C1CC2CCCCC12
C1C2CCCC12,63,1,C1C2CCCC12
C1CC12CCC1CCCC1C2,64,1,C1CC12CCC1CCCC1C2
C1CC2CC1CCC2,65,1,C1CC2CC1CCC2
C1CC2CCCC(C1)C2,66,1,C1CC2CCCC(C1)C2
C1CC1C(C1CC1)C1CC1,67,1,C1CC1C(C1CC1)C1CC1
C1CC2(CC13CCCCC3)C1CC3CC(C1)CC2C3,71,1,C1CC2(CC13CCCCC3)C1CC3CC(C1)CC2C3
C1C2CCCCC2CC12CCCCC2,72,1,C1C2CCCCC2CC12CCCCC2
C1CCC2(C1)CCCCC2,73,1,C1CCC2(C1)CCCCC2
CC(C)CC(C)(C)C(C)C,35,1,CC(C)CC(C)(C)C(C)C
CC(C)CC(C)CC(C)(C)C,33,1,CC(C)CC(C)CC(C)(C)C
C1CC1C1CCCCC12CC2,75,1,C1CC1C1CCCCC12CC2
CCCC(C)(CCC(C)C)CCC(C)C,15,1,CCCC(C)(CCC(C)C)CCC(C)C
CCCCCCCCCCCCCCCC,2,1,CCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCC(C)(C)CCCC(C)(C)C,3,1,CCCCCCCCCCCCCCCCCC(C)(C)CCCC(C)(C)C
CCCCCCCC(CC(C)CCCCCCCCC(C)(C)C)C(C)CCCCCC,4,1,CCCCCCCC(CC(C)CCCCCCCCC(C)(C)C)C(C)CCCCCC
CCCCCCC(C)C(C)CCC(C)CCCCCCC(C)C(C)CCC(C)CCCCCCC(C)C(C)C,5,1,CCCCCCC(C)C(C)CCC(C)CCCCCCC(C)C(C)CCC(C)CCCCCCC(C)C(C)C
CC(C)CC(CCC(CC(C)C)CC(C)C)CCC(CC(C)C)CC(C)C,6,1,CC(C)CC(CCC(CC(C)C)CC(C)C)CCC(CC(C)C)CC(C)C
CC(C)CC(CCC(CC(C)C)CC(C)C)CC(C)C,7,1,CC(C)CC(CCC(CC(C)C)CC(C)C)CC(C)C
CCC(C)CC(CCC(CCC(CC(C)C)CC(C)CC)CC(C)C)CC(C)C,8,1,CCC(C)CC(CCC(CCC(CC(C)C)CC(C)CC)CC(C)C)CC(C)C
CCCCCC(C)CC(CCC(CCC(CC(C)C)CC(C)CCCCC)CC(C)C)CC(C)C,9,1,CCCCCC(C)CC(CCC(CCC(CC(C)C)CC(C)CCCCC)CC(C)C)CC(C)C
CCC(CC)C(C)CCC(C)C(CC)CC,10,1,CCC(CC)C(C)CCC(C)C(CC)CC
CCCCC(C)C(CC)CCC,11,1,CCCCC(C)C(CC)CCC
CCCC(C)CC(CC(C)(CC)CC)C(C)CCC,12,1,CCCC(C)CC(CC(C)(CC)CC)C(C)CCC
CCC(CC)CCCCC(CC)CC,13,1,CCC(CC)CCCCC(CC)CC
CCCC(C)(CCC(C)C)CCC(C)CC(C)C,14,1,CCCC(C)(CCC(C)C)CCC(C)CC(C)C
CC(C)CCCCC(C)(C)C,16,1,CC(C)CCCCC(C)(C)C
CC(C)C(C)C(C)(C)C,32,1,CC(C)C(C)C(C)(C)C
CCCCCCC(C)C,17,1,CCCCCCC(C)C
CC(C)CCCCCCCC(C)C,18,1,CC(C)CCCCCCCC(C)C
CC(C)C(C)C(C)C(C)C,19,1,CC(C)C(C)C(C)C(C)C
CCC(C)C(C)C(C)C(C)CC,20,1,CCC(C)C(C)C(C)C(C)CC
CC(C)CCC(C)C(C)C,22,1,CC(C)CCC(C)C(C)C
CC(C)CCC(CC(C)C)C(C)C,23,1,CC(C)CCC(CC(C)C)C(C)C
CCC(CC(C)C)C(C)C,24,1,CCC(CC(C)C)C(C)C
CC(C)CC(CC(C)C)CC(C)(C)C,25,1,CC(C)CC(CC(C)C)CC(C)(C)C
CCC(CC(C)C)CC(C)C,26,1,CCC(CC(C)C)CC(C)C
CC(C)CCC(CCC(C)C)CC(C)C,27,1,CC(C)CCC(CCC(C)C)CC(C)C
CCC(C)C(C)C(CC(C)C)C(C)CC(C(C)CC)C(C)(C)C,28,1,CCC(C)C(C)C(CC(C)C)C(C)CC(C(C)CC)C(C)(C)C
CC(C)C,29,1,CC(C)C
CC(C)C(C)C,30,1,CC(C)C(C)C
C1CCC2(C1)CC1CCC2CC1,74,1,C1CCC2(C1)CC1CCC2CC1
C1CC2CCC34CCCC3CCC24C1,77,1,C1CC2CCC34CCCC3CCC24C1
C(CC1CCCC2CCCCC12)C1CC1,162,1,C(CC1CCCC2CCCCC12)C1CC1
C1CC2CC3CC4CCCC4C(C4CCCCC4)C3CC2C1,137,1,C1CC2CC3CC4CCCC4C(C4CCCCC4)C3CC2C1
C1CC(C2CC(C3CCC4CCC(C5CCCCC5)CC4C3)C3CCCCC23)C1,122,1,C1CC(C2CC(C3CCC4CCC(C5CCCCC5)CC4C3)C3CCCCC23)C1
C1CC(C2CCCCC2)C2CC(C3CCC(C4CCCCC4)CC3)CCC12,123,1,C1CC(C2CCCCC2)C2CC(C3CCC(C4CCCCC4)CC3)CCC12
C1CCC(C2CCC3CCC(C4CCCCC4)CC32)C1,124,1,C1CCC(C2CCC3CCC(C4CCCCC4)CC32)C1
C1CCC(C2CCC(C3CC4CCCCC4CC3C3CCCCC3)CC2)CC1,125,1,C1CCC(C2CCC(C3CC4CCCCC4CC3C3CCCCC3)CC2)CC1
C1CC1C1CC2CCCCC2C(C2CCCCC2)C1,126,1,C1CC1C1CC2CCCCC2C(C2CCCCC2)C1
C1CC2CC(C3CCCCC3)CC(C3CCCCC3)C2C1,127,1,C1CC2CC(C3CCCCC3)CC(C3CCCCC3)C2C1
C1CC2CC3CCCCC(C4CCCCC4)C3CC2C1,129,1,C1CC2CC3CCCCC(C4CCCCC4)C3CC2C1
C1CCC(C2CC(C3CCCCC3)CC(C3CCCCC3)C2)CC1,130,1,C1CCC(C2CC(C3CCCCC3)CC(C3CCCCC3)C2)CC1
C1C(C2CCCCC2)CC2CC(C3CCCCC3)CCC12,131,1,C1C(C2CCCCC2)CC2CC(C3CCCCC3)CCC12
C1C(C2CCCCC2)CC(C2CCCCC2)C1C1CCCCC1,133,1,C1C(C2CCCCC2)CC(C2CCCCC2)C1C1CCCCC1
C(C1CC2CCCCC2C1)C1CCC(C2CCCCC2)CC1,255,1,C(C1CC2CCCCC2C1)C1CCC(C2CCCCC2)CC1
C(C1CC2CC(C3CCCCC3)CC(C3CCCCC3)C2C1)C1CCCCC1,134,1,C(C1CC2CC(C3CCCCC3)CC(C3CCCCC3)C2C1)C1CCCCC1
C(C1CCC2CC(C3CCCC3)CCC2C1)C1C2CCCC2C(C2CCCCC2)C2CC3CCCC3CC12,136,1,C(C1CCC2CC(C3CCCC3)CCC2C1)C1C2CCCC2C(C2CCCCC2)C2CC3CCCC3CC12
C(CC1CCCCC1)CC1CC2CCCCC2C2CC3CC4CCCC4CC3C21,138,1,C(CC1CCCCC1)CC1CC2CCCCC2C2CC3CC4CCCC4CC3C21
C(CC1CCC2CC3C4CC5CCCCC5C4CCC3CC2C1)C1CCCCC1,119,1,C(CC1CCC2CC3C4CC5CCCCC5C4CCC3CC2C1)C1CCCCC1
C1CCC(C2CC3CCCCC3C3CCCCC32)CC1,140,1,C1CCC(C2CC3CCCCC3C3CCCCC32)CC1
C1CC2C(C1)C(C1CCCCC1)C1CCCCC21,141,1,C1CC2C(C1)C(C1CCCCC1)C1CCCCC21
C1CCC2C(C1)C1CCC2C2CCCCC21,143,1,C1CCC2C(C1)C1CCC2C2CCCCC21
C1CCC2C(C1)C1CCCCC1C1CCCCC21,144,1,C1CCC2C(C1)C1CCCCC1C1CCCCC21
C(C1CC1C1CCCCC1)C1CCCC2C(C3CCCC3)CCC21,145,1,C(C1CC1C1CCCCC1)C1CCCC2C(C3CCCC3)CCC21
C(C1CC1)C1CCCC2C(C3CCCC3)CCC21,146,1,C(C1CC1)C1CCCC2C(C3CCCC3)CCC21
C(CC1CCCC1)CC1CCCC2C(C3CCCC3)CCC21,147,1,C(CC1CCCC1)CC1CCCC2C(C3CCCC3)CCC21
